0.325079365,0.787402,1.044920634
2.652879818,0.787402,1.166825396
5.201269841,0.787402,1.596394557
7.999274376,0.787402,0.650181405
11.35455782,0.787402,1.097165532
14.95365079,0.787402,2.548412698
20.09687075,0.787402,0.3901
21.13015873,0.787402,0.5630839
22.26213152,0.787402,0.557278911
23.98621315,0.787402,0.592131519
25.76834467,0.787402,0.84755102
26.83646259,0.787402,0.4925
29.68671202,0.787402,0.748843537
31.34659864,0.787402,0.501995464
32.86204082,0.787402,0.673378684
35.75292517,0.787402,0.528253968
37.86594104,0.787402,0.58632653
38.92244898,0.787402,0.4992517
42.05133787,0.787402,2.217528344
45.85360544,0.787402,0.888185941
46.84045351,0.787402,0.702426303
48.97088435,0.787402,2.641269841
