0.835918367,664.17,0.963650793,0.787402
2.002698412,330.173,0.563083900,0.787402
2.571587301,370.924,0.574693877,0.787402
3.152086167,393.508,0.760453514,0.787402
3.953197278,666.313,0.388934240,0.787402
4.365351473,442.139,0.458594104,0.787402
4.847165532,665.887,0.342494331,0.787402
5.207074829,496.796,0.534058956,0.787402
5.758548752,666.283,0.731428571,0.787402
8.701655328,667.364,0.545668934,0.787402
9.253129251,745.341,0.661768707,0.787402
9.938117913,499.82,0.458594104,0.787402
10.890136054,1061.85,0.458594104,0.787402
12.770975056,892.801,0.383129251,0.787402
13.217959183,331.631,0.516643990,0.787402
14.239614512,667.129,1.102993197,0.787402
